,latitude,longitude,minimum_nights,availability_365,neighbourhood_group_n,room_type_n
24762,40.6884,-73.87253,30,202,0,0
23471,40.71706,-73.96423,2,85,0,1
47099,40.87277,-73.90268,2,47,4,1
31770,40.79244,-73.94028,3,88,1,0
22328,40.67694,-73.95462,2,282,0,0
37860,40.65567,-73.73076,1,277,2,0
45140,40.71639,-73.96696,1,0,0,0
34977,40.67754,-73.94824,1,0,0,0
33831,40.65501,-73.95948,3,0,0,1
32916,40.59919,-73.94189,6,12,0,0
43719,40.6602,-73.98052,1,71,0,1
2527,40.75728,-73.97152,1,14,1,0
33518,40.72003,-73.98928,4,233,1,1
34835,40.7594,-73.81971,1,362,2,0
48770,40.74604,-73.97228,5,233,1,1
6392,40.85171,-73.92894,3,68,1,1
851,40.77272,-73.95307,3,0,1,0
18168,40.58626,-73.81465,4,0,2,1
19467,40.69426,-73.8964,2,0,2,1
23674,40.70375,-73.90342,30,365,2,2
23588,40.68966,-73.97382,10,0,0,1
11321,40.68078,-73.96816,1,0,0,0
31095,40.78999,-73.95226,3,0,1,2
2478,40.80707,-73.94884,3,286,1,1
42322,40.72423,-73.98816,3,220,1,0
47103,40.66537,-73.88569,2,90,0,1
13326,40.70623,-74.00906,1,0,1,0
14790,40.71588,-73.95515,1,0,0,0
4533,40.68452,-73.95535,2,218,0,1
14390,40.68472,-73.93145,3,317,0,0
43181,40.76468,-73.98785,1,77,1,0
34,40.6831,-73.95473,1,269,0,0
5908,40.77254,-73.96193,2,9,1,1
46982,40.71144,-73.96488,2,4,0,1
8321,40.72361,-73.98775,1,0,1,1
3706,40.76437,-73.9195,4,0,2,1
31446,40.68869,-73.93449,20,0,0,0
19278,40.63503,-73.95127,3,0,0,0
45812,40.67957,-73.97928,3,65,0,0
40907,40.80515,-73.95651,30,332,1,0
42982,40.77757,-73.98579,1,341,1,1
7931,40.6586,-73.96104,3,331,0,0
19588,40.78941,-73.94881,1,0,1,0
21437,40.82376,-73.94198,1,0,1,0
32316,40.7919,-73.94562,4,90,1,0
48075,40.86143,-73.84573,2,354,4,1
32591,40.71273,-73.94841,1,51,0,0
76,40.76865,-73.95058,1,322,1,0
9830,40.82381,-73.92725,1,0,4,1
1516,40.67635,-73.89124,3,2,0,0
48729,40.74643,-73.99105,1,352,1,2
40709,40.68521,-73.95184,2,81,0,1
19780,40.72117,-73.97839,6,7,1,0
33910,40.63183,-73.92229,2,327,0,1
43035,40.70922,-74.00571,7,365,1,0
10589,40.68967,-73.98664,3,0,0,1
20683,40.76007,-73.99031,1,0,1,0
11634,40.66289,-73.96175,2,229,0,1
1374,40.68466,-73.98871,30,365,0,1
32426,40.73655,-74.00226,2,3,1,1
43776,40.73614,-73.92068,30,245,2,0
40276,40.78501,-73.97579,1,0,1,1
19029,40.74825,-73.97673,5,364,1,0
4613,40.69436,-73.9253,1,64,0,1
32482,40.83458,-73.94227,7,125,1,0
26379,40.72066,-73.99229,3,258,1,1
43962,40.70315,-73.99424,2,0,0,1
27890,40.70894,-73.94847,2,0,0,1
38300,40.7107,-73.95846,1,0,0,0
8583,40.68736,-73.92827,2,255,0,0
13428,40.72712,-73.95146,4,0,0,1
33201,40.74382,-73.90879,1,34,2,0
44146,40.6891,-73.95016,1,138,0,0
2895,40.68194,-73.94068,1,165,0,1
26298,40.74428,-73.97364,3,0,1,1
46427,40.80618,-73.94618,2,187,1,1
39882,40.73344,-73.95653,1,0,0,1
45417,40.74775,-73.94747,2,54,2,1
39356,40.80701,-73.94041,2,173,1,1
12415,40.65863,-73.98435,2,0,0,1
19408,40.70051,-73.93909,1,0,0,1
31678,40.7232,-73.98758,2,0,1,0
16643,40.71552,-73.99731,14,89,1,0
5981,40.68578,-73.93965,3,151,0,1
28988,40.72515,-73.98422,7,349,1,1
37854,40.80004,-73.96088,2,6,1,0
34921,40.64011,-73.95773,4,4,0,0
10621,40.79965,-73.95446,2,362,1,1
42299,40.70754,-73.94151,3,5,0,0
18409,40.71354,-73.95095,2,0,0,0
13004,40.74612,-73.98948,21,0,1,1
45625,40.66682,-73.93022,3,220,0,1
1885,40.7225,-73.98267,5,0,1,1
21460,40.70575,-73.90171,1,75,2,1
35150,40.78057,-73.95186,4,100,1,1
21601,40.68766,-73.99125,4,1,0,1
9001,40.70035,-73.92316,1,0,0,0
22495,40.67213,-73.98141,1,0,0,0
48078,40.82682,-73.95157,2,312,1,0
33726,40.73714,-73.97962,1,312,1,1
25077,40.7886,-73.97088,7,0,1,1
3623,40.812,-73.95367,3,0,1,0
20171,40.82408,-73.94643,2,0,1,1
19517,40.70981,-73.94239,2,0,0,1
9185,40.81054,-73.94447,1,0,1,0
28867,40.76405,-73.98877,7,89,1,1
22988,40.66482,-73.93619,1,0,0,0
9559,40.75588,-73.93117,3,0,2,1
30537,40.67905,-73.97238,5,0,0,1
40404,40.71125,-73.95935,2,0,0,0
28366,40.6798,-73.93857,2,14,0,1
22455,40.7647,-73.99414,30,353,1,1
39247,40.76239,-73.99119,3,228,1,1
10346,40.72304,-73.97696,1,0,1,1
6409,40.80382,-73.94476,3,258,1,1
21926,40.57582,-73.98576,2,125,0,1
27269,40.74763,-73.88468,2,168,2,1
789,40.68131,-73.98879,6,265,0,1
8022,40.76877,-73.9846,30,275,1,1
15122,40.76571,-73.98312,30,352,1,1
46821,40.71334,-73.96717,2,118,0,1
10347,40.71122,-73.95663,13,0,0,1
16001,40.74141,-73.97868,30,365,1,1
9858,40.68973,-73.96073,2,0,0,0
19397,40.69115,-73.94526,1,0,0,0
44526,40.71466,-73.9378,1,188,0,0
6527,40.81088,-73.95774,14,0,1,0
44897,40.75679,-73.98726,1,300,1,0
7104,40.73253,-73.99826,2,0,1,1
44229,40.70736,-74.0125,2,272,1,1
11329,40.63976,-73.96419,7,130,0,0
41092,40.71301,-73.95845,2,27,0,1
10494,40.72351,-73.98288,4,0,1,1
33500,40.71906,-73.94039,4,0,0,1
24669,40.74927,-74.00691,2,0,1,1
28987,40.69131,-73.95666,4,39,0,0
43560,40.71492,-74.01154,4,365,1,1
16293,40.7453,-74.00242,2,0,1,1
28412,40.70781,-73.94375,5,0,0,0
27899,40.68637,-73.91159,2,177,0,0
12957,40.66044,-73.96114,6,0,0,1
3701,40.72926,-73.9989,2,265,1,0
40456,40.6771,-73.97174,2,0,0,0
47317,40.82292,-73.95598,30,338,1,0
35090,40.6898,-73.92588,1,0,0,0
40951,40.85548,-73.93741,7,1,1,1
32870,40.81313,-73.96148,2,0,1,0
13866,40.71852,-73.88373,4,306,2,1
10872,40.72137,-73.97786,1,0,1,0
29652,40.66337,-73.88036,5,139,0,1
27910,40.76564,-73.99118,1,42,1,0
4647,40.76866,-73.95553,2,9,1,1
9495,40.70735,-73.90696,1,0,2,1
42885,40.74825,-73.99542,4,0,1,0
34936,40.68398,-73.93464,2,0,0,1
13741,40.81015,-73.94728,1,302,1,0
21919,40.65802,-73.95595,1,0,0,1
29091,40.71835,-73.99641,2,0,1,0
46335,40.70513,-73.91576,4,340,0,2
30420,40.74756,-73.91222,2,27,2,1
739,40.79111,-73.94466,3,127,1,0
17482,40.76736,-73.91462,5,0,2,0
33946,40.7109,-73.96478,30,365,0,0
1930,40.6593,-73.95686,3,311,0,0
9543,40.71479,-73.99284,4,0,1,1
12042,40.83735,-73.85997,3,357,4,1
6929,40.72101,-74.00189,1,0,1,0
20238,40.78565,-73.94268,1,272,1,0
21402,40.75662,-73.98749,3,0,1,0
4622,40.7278,-73.97997,1,0,1,1
43551,40.74666,-73.85781,1,164,2,0
956,40.68534,-73.93433,5,202,0,1
46928,40.69403,-73.91991,2,343,0,1
4487,40.7152,-73.95445,1,25,0,0
31670,40.63126,-74.0921,3,0,3,1
5229,40.68358,-73.94838,2,328,0,0
48424,40.73619,-73.98022,18,33,1,0
7276,40.69165,-73.99764,2,274,0,1
43972,40.85167,-73.92868,3,243,1,1
39006,40.82625,-73.94859,4,54,1,0
48104,40.74605,-73.9773,1,2,1,0
37446,40.67948,-73.89313,1,360,0,1
601,40.72416,-73.9853,2,229,1,1
10164,40.67839,-73.95434,2,204,0,0
11619,40.72737,-73.98605,7,0,1,0
38074,40.6765,-73.9063,3,179,0,1
47185,40.76286,-73.99113,1,186,1,1
10163,40.81483,-73.9609,1,0,1,0
15118,40.71171,-73.98871,14,341,1,2
10386,40.68432,-73.93227,30,30,0,1
45176,40.68762,-73.95332,2,88,0,0
22496,40.79345,-73.97191,5,0,1,1
13527,40.83871,-73.9468,3,275,1,0
41693,40.72888,-73.98109,3,99,1,1
24150,40.66854,-73.98419,4,0,0,0
26416,40.67245,-73.94608,5,179,0,1
40871,40.69254,-73.90445,2,320,0,1
15296,40.63877,-74.01993,1,0,0,0
34219,40.76391,-73.99325,1,31,1,2
3815,40.72988,-73.85773,3,262,2,1
26745,40.81083,-73.95188,4,0,1,0
21210,40.64476,-73.96473,30,365,0,2
35350,40.67286,-73.79666,5,365,2,2
5049,40.74365,-73.91632,30,332,2,1
25135,40.72717,-73.98064,3,0,1,0
659,40.71582,-73.99902,1,0,1,1
12991,40.70848,-73.94945,1,0,0,0
30022,40.6897,-73.96535,2,149,0,0
21034,40.73898,-74.00415,5,198,1,1
8963,40.76308,-73.99,2,0,1,0
17327,40.69595,-73.98173,1,0,0,1
20546,40.75377,-73.7726,15,145,2,0
31794,40.78277,-73.97604,4,0,1,1
43425,40.84427,-73.93742,1,0,1,0
1301,40.72819,-73.97933,1,85,1,0
16599,40.65549,-73.98111,2,75,0,0
23392,40.75118,-73.99902,2,17,1,0
18769,40.69328,-73.95447,1,0,0,0
47080,40.68615,-73.98056,3,28,0,1
5233,40.70967,-73.94945,5,238,0,1
25682,40.76638,-73.99079,2,0,1,1
27845,40.6789,-73.97909,4,0,0,1
43487,40.70762,-73.95,3,0,0,1
8689,40.76127,-73.99161,3,0,1,1
40227,40.68759,-73.90727,3,69,0,0
44155,40.72783,-73.98015,5,263,1,1
6084,40.76221,-73.99028,1,0,1,1
12044,40.78074,-73.98393,5,0,1,1
7773,40.71124,-73.95256,4,0,0,1
30226,40.60809,-74.0727,2,0,3,1
26751,40.70033,-73.92635,2,0,0,0
39952,40.79931,-73.95238,1,35,1,1
45838,40.77927,-73.97649,28,166,1,0
47028,40.64936,-73.96061,1,342,0,0
2111,40.69288,-73.90374,2,267,0,0
27328,40.73858,-73.80809,2,364,2,0
3285,40.68528,-73.87819,3,250,0,1
25942,40.78079,-73.95499,10,0,1,0
41876,40.72064,-73.99305,30,364,1,0
31554,40.59757,-74.08434,4,338,3,0
40340,40.72011,-73.94487,1,0,0,0
14299,40.69731,-73.98228,30,0,0,1
25916,40.63524,-73.94158,4,82,0,0
47554,40.76285,-73.98653,30,310,1,1
27092,40.82794,-73.95118,2,69,1,1
33827,40.69453,-73.95173,30,354,0,0
36682,40.66051,-73.99081,2,0,0,1
6030,40.69787,-73.93202,1,0,0,0
43995,40.68773,-73.90589,2,0,0,1
40028,40.59726,-73.95951,3,281,0,2
11165,40.75758,-73.9206,3,5,2,0
15988,40.72577,-73.94981,1,0,0,0
10075,40.75967,-73.98573,30,174,1,1
37551,40.69331,-73.94918,1,3,0,1
33517,40.68234,-73.98223,4,55,0,1
4033,40.82277,-73.94981,1,0,1,0
1515,40.74851,-73.97796,30,313,1,1
5257,40.71694,-73.96017,21,0,0,1
40328,40.64061,-73.96487,4,84,0,1
30445,40.70199,-73.92035,2,0,0,0
6845,40.67308,-73.99333,2,0,0,1
42262,40.68891,-73.93201,4,0,0,1
43717,40.75746,-73.98795,5,137,1,1
15076,40.74391,-73.99582,1,0,1,1
38985,40.82008,-73.94057,1,149,1,0
21592,40.76875,-73.95965,2,0,1,0
30041,40.70425,-73.92624,4,88,0,0
1753,40.82169,-73.93882,1,0,1,0
15287,40.74594,-73.91727,2,128,2,1
48034,40.75755,-73.88199,1,359,2,0
27399,40.83079,-73.8815,2,283,4,0
17709,40.7672,-73.98457,3,0,1,1
25739,40.711,-73.95827,2,0,0,1
6736,40.72229,-73.98913,1,0,1,1
4153,40.66733,-73.95667,30,281,0,0
45698,40.74836,-73.93866,10,0,2,1
48183,40.7479,-73.87496,1,170,2,0
2773,40.71,-73.9523,4,49,0,1
8153,40.73112,-73.98364,6,0,1,1
15427,40.72444,-73.98136,3,0,1,0
16925,40.68401,-73.9457,2,308,0,1
44042,40.7385,-73.982,30,337,1,1
7985,40.67483,-73.9646,4,339,0,0
19018,40.68678,-73.94467,2,0,0,0
33475,40.71574,-73.9665,3,0,0,1
40800,40.74776,-73.92875,1,125,2,0
47947,40.72309,-73.98519,1,25,1,1
23446,40.7591,-73.98971,2,0,1,0
39450,40.74209,-73.92592,2,1,2,0
22221,40.76313,-73.98978,1,43,1,0
8049,40.85677,-73.93715,3,0,1,0
4513,40.72165,-73.98573,2,0,1,1
5099,40.68412,-73.95039,3,0,0,1
8645,40.69038,-73.91462,18,76,0,0
5901,40.68566,-73.96022,8,271,0,1
19211,40.64055,-74.0784,1,336,3,0
46348,40.84268,-73.91007,1,188,4,0
48887,40.71232,-73.9422,1,365,0,1
27402,40.67411,-73.96532,1,63,0,0
37673,40.69862,-73.92849,7,173,0,0
16275,40.68696,-73.92905,1,0,0,0
27891,40.7146,-73.96282,10,0,0,1
48262,40.72567,-73.98635,3,231,1,1
29703,40.86529,-73.92213,1,175,1,0
14632,40.71351,-73.99692,5,0,1,0
18350,40.69467,-73.93113,3,141,0,0
5179,40.76215,-73.99036,3,9,1,0
12237,40.66737,-73.97822,2,0,0,1
31373,40.737,-73.99407,2,0,1,0
31347,40.77021,-73.95173,3,0,1,1
12448,40.78039,-73.95863,2,3,1,1
25309,40.69716,-73.91447,2,0,0,1
15177,40.77117,-73.95851,7,0,1,1
25513,40.77265,-73.94833,2,0,1,1
6023,40.86682,-73.85812,2,227,4,0
44896,40.7575,-73.98728,1,300,1,0
44487,40.76515,-73.98586,1,0,1,1
36746,40.70696,-73.9199,2,273,0,0
23037,40.69459,-73.98261,5,0,0,1
6681,40.80434,-73.95476,3,0,1,1
15630,40.69221,-73.93823,20,2,0,0
32566,40.67814,-73.98264,4,6,0,1
47013,40.6752,-73.94851,3,360,0,0
42975,40.6881,-73.92843,30,145,0,0
34720,40.63889,-74.00244,1,0,0,0
28298,40.77995,-73.95621,3,0,1,1
27398,40.74172,-73.98343,4,238,1,1
22430,40.69661,-73.90022,5,100,2,0
19094,40.6437,-74.07944,1,336,3,1
4677,40.80002,-73.95559,2,172,1,0
21186,40.7219,-73.98717,2,145,1,0
42951,40.70154,-73.90752,30,365,2,0
43152,40.71668,-73.80588,1,359,2,1
35703,40.66556,-73.75735,1,179,2,0
18833,40.68789,-73.9575,3,0,0,0
21969,40.81315,-73.94747,4,238,1,1
42478,40.69977,-73.93966,30,341,0,2
1493,40.77382,-73.95088,2,346,1,1
24735,40.70618,-73.9534,20,0,0,1
46256,40.76022,-73.96607,1,356,1,1
16268,40.74491,-73.99267,30,357,1,1
15423,40.78039,-73.98426,1,0,1,1
35765,40.80439,-73.96393,4,38,1,0
38377,40.72853,-73.98762,2,23,1,0
26353,40.69049,-73.93014,2,272,0,1
8325,40.78017,-73.98317,16,0,1,1
21677,40.69392,-73.9472,2,359,0,1
46599,40.75596,-73.96581,30,176,1,1
39988,40.73201,-73.95699,5,77,0,0
38107,40.7947,-73.94115,1,0,1,1
24112,40.74374,-73.90387,1,0,2,0
37218,40.71653,-73.94618,3,249,0,1
22596,40.84946,-73.93126,5,0,1,0
22330,40.76876,-73.98359,3,301,1,1
4243,40.73571,-74.00375,1,99,1,1
31209,40.69613,-73.97117,7,19,0,1
42583,40.72583,-73.97945,3,30,1,1
23668,40.82566,-73.94438,5,154,1,0
16958,40.65253,-73.96404,2,20,0,1
31129,40.68261,-73.90714,6,0,0,0
29368,40.7211,-73.99321,30,151,1,1
44241,40.76676,-73.99146,3,1,1,1
35174,40.72957,-73.97715,2,0,1,1
26851,40.77829,-73.97984,7,0,1,1
43438,40.75913,-73.99185,6,12,1,1
3658,40.73776,-73.99996,1,300,1,1
48708,40.81991,-73.9575,1,86,1,2
17843,40.73773,-73.95489,1,0,0,1
18296,40.76933,-73.91165,1,252,2,0
40812,40.79966,-73.9417,1,11,1,1
15922,40.76313,-73.99482,30,65,1,1
34531,40.76181,-73.99855,30,281,1,1
9698,40.76205,-73.96382,2,298,1,1
46411,40.75287,-73.98631,4,2,1,1
34640,40.6609,-73.75633,2,178,2,1
5282,40.74445,-73.97181,30,188,1,1
5514,40.67814,-73.9778,2,0,0,1
24771,40.6995,-73.92089,3,0,0,0
18506,40.69485,-73.92948,1,35,0,0
15086,40.70766,-73.95216,2,268,0,0
7129,40.69092,-73.90443,1,0,0,0
33830,40.67726,-73.94618,7,219,0,1
7343,40.72533,-73.94014,30,340,0,1
7174,40.78633,-73.95218,1,0,1,1
41453,40.7074,-74.01218,2,357,1,1
14825,40.72138,-73.95757,30,310,0,1
47031,40.73234,-74.00543,1,75,1,1
38993,40.82012,-73.9515,2,0,1,1
24933,40.72795,-73.9831,3,0,1,1
13081,40.77578,-73.97794,2,0,1,0
20704,40.71538,-73.99669,4,151,1,1
25307,40.79873,-73.93263,1,0,1,1
32931,40.73325,-73.95542,1,0,0,0
1404,40.80338,-73.95594,14,0,1,1
14345,40.6774,-73.94888,3,67,0,0
46864,40.75268,-73.88595,1,308,2,0
5103,40.73526,-73.95375,3,12,0,1
8266,40.7966,-73.97154,4,0,1,1
33545,40.70985,-73.78429,2,0,2,0
18225,40.71168,-73.74037,1,335,2,1
43685,40.82807,-73.82418,1,1,4,1
27816,40.72428,-73.97957,4,0,1,1
9922,40.74559,-73.98325,1,0,1,1
26567,40.67834,-73.94899,3,188,0,1
12626,40.76871,-73.95479,1,258,1,1
13804,40.72025,-73.95195,2,0,0,1
11398,40.68519,-73.91494,3,66,0,0
43269,40.7023,-73.91911,1,56,0,0
46966,40.77444,-73.73373,3,3,2,1
15444,40.75322,-73.97321,2,0,1,1
1624,40.74975,-73.93688,7,46,2,0
24822,40.68128,-73.93884,4,0,0,1
48820,40.72626,-73.98729,3,18,1,0
15929,40.78458,-73.97836,3,0,1,1
11531,40.70666,-73.93788,3,0,0,0
7495,40.67861,-73.9453,14,179,0,0
17356,40.74075,-73.99567,2,0,1,1
24015,40.70848,-73.80607,1,0,2,0
25512,40.72037,-73.94624,2,178,0,1
28504,40.85084,-73.93905,5,30,1,1
6184,40.66694,-73.99299,1,0,0,0
16116,40.72669,-73.98792,3,0,1,1
36692,40.74889,-74.00132,3,95,1,1
11980,40.83819,-73.94373,1,0,1,0
7421,40.80843,-73.93722,1,211,1,0
48696,40.75559,-73.94106,1,361,2,0
41212,40.84725,-73.94274,2,227,1,0
9897,40.71534,-73.96633,2,257,0,1
25835,40.78875,-73.9679,2,0,1,0
5976,40.76575,-73.92092,5,0,2,0
46038,40.75624,-73.97171,1,15,1,2
2383,40.73135,-73.95489,7,308,0,0
12928,40.78333,-73.94996,1,0,1,1
28146,40.76119,-73.97005,1,0,1,2
27602,40.72365,-73.95188,3,101,0,1
46645,40.81433,-73.94255,5,246,1,0
9678,40.63198,-73.95988,2,344,0,0
47962,40.72236,-74.00255,3,77,1,1
17134,40.76626,-73.91835,2,0,2,1
31246,40.67952,-73.91296,1,31,0,0
35396,40.78089,-73.98406,1,197,1,0
20760,40.78138,-73.98318,3,0,1,0
27767,40.7301,-73.98239,3,76,1,0
33836,40.60644,-73.76089,2,169,2,0
19178,40.75723,-73.96313,2,0,1,1
4274,40.68191,-73.95136,1,307,0,0
46487,40.74066,-73.87755,30,0,2,0
23021,40.82336,-73.94512,30,67,1,0
22915,40.6882,-73.94678,1,20,0,1
21329,40.7251,-73.98914,2,0,1,1
9351,40.68785,-73.92782,2,60,0,1
21746,40.81638,-73.95937,28,0,1,0
43820,40.69606,-73.9095,1,53,0,2
8650,40.62787,-73.94276,5,0,0,2
15356,40.69084,-73.90314,3,0,0,0
15314,40.69177,-73.92509,7,0,0,0
18306,40.67679,-73.96661,3,89,0,1
14941,40.66275,-73.96122,10,0,0,0
27372,40.67794,-73.90639,1,235,0,0
47658,40.75675,-73.98514,14,35,1,0
21200,40.6808,-73.93753,30,319,0,1
17154,40.6789,-73.96242,4,15,0,1
27809,40.76398,-73.98034,1,0,1,0
32876,40.68242,-73.92788,10,0,0,1
23945,40.72925,-73.95645,2,30,0,1
46176,40.73479,-73.95224,1,177,0,1
13671,40.67146,-73.94377,30,339,0,1
38451,40.74277,-74.00204,2,365,1,1
2595,40.71449,-73.95905,3,89,0,0
24960,40.83384,-73.8863,2,325,4,0
12086,40.67017,-73.99029,1,0,0,0
41108,40.63886,-73.95228,2,88,0,0
10009,40.791,-73.96809,3,0,1,1
26511,40.74829,-73.97554,30,364,1,1
37120,40.82267,-73.95044,3,0,1,1
12532,40.71621,-73.93941,7,0,0,0
43333,40.57882,-74.09197,1,342,3,0
11296,40.73076,-73.99567,1,0,1,1
30051,40.74216,-73.99673,5,32,1,1
26536,40.68191,-73.92064,3,346,0,0
14783,40.75977,-73.95917,14,0,1,1
36414,40.68334,-73.85837,7,90,2,1
18253,40.65825,-73.92191,2,250,0,0
12826,40.82023,-73.92844,1,211,4,1
41401,40.70775,-74.01047,2,297,1,1
13982,40.7441,-73.97224,1,0,1,2
27025,40.63863,-74.01916,14,0,0,1
29232,40.76895,-73.92489,1,0,2,0
33011,40.78883,-73.98068,3,0,1,0
38874,40.76602,-73.98766,2,1,1,1
44394,40.75093,-73.99523,1,363,1,0
10109,40.82312,-73.94539,1,49,1,0
7752,40.73182,-73.9845,5,178,1,0
9435,40.76364,-73.9588,5,0,1,1
22217,40.66194,-73.99138,3,20,0,1
33709,40.75782,-73.85973,1,136,2,0
35854,40.76976,-73.94956,2,70,1,1
21327,40.7429,-73.99344,1,0,1,0
24172,40.69269,-73.97093,3,73,0,1
2509,40.71787,-73.95585,2,79,0,1
9773,40.68799,-73.97314,2,1,0,1
48274,40.66294,-73.99146,3,85,0,1
485,40.70667,-73.96524,2,15,0,1
1747,40.85082,-73.9378,3,0,1,0
14369,40.67327,-73.8872,1,231,0,0
32723,40.73692,-73.91967,1,297,2,0
34471,40.6726,-73.98195,2,2,0,1
3431,40.79981,-73.94048,7,328,1,0
48383,40.77735,-73.98072,7,35,1,1
41810,40.70084,-73.93033,1,341,0,0
32502,40.68615,-73.96018,29,9,0,1
48716,40.66049,-73.96064,1,245,0,2
19842,40.76092,-73.82194,30,7,2,1
11617,40.74208,-73.98084,1,0,1,1
41498,40.73784,-73.79101,1,38,2,0
27688,40.70719,-73.95412,1,156,0,0
14160,40.68585,-73.94875,2,339,0,0
7997,40.82434,-73.94816,1,347,1,2
8849,40.74375,-73.90678,2,0,2,0
27620,40.81095,-73.93942,2,0,1,1
29841,40.70299,-73.92693,2,0,0,0
1212,40.64625,-73.97932,10,269,0,1
720,40.74558,-73.92324,2,0,2,0
17162,40.717,-73.96183,1,11,0,1
25328,40.74195,-73.97826,1,0,1,0
14629,40.69413,-73.9723,2,361,0,1
27674,40.72417,-73.76053,1,349,2,0
37883,40.72871,-74.00009,2,0,1,1
36590,40.70094,-73.81446,1,0,2,0
48402,40.72309,-73.99412,3,152,1,1
10926,40.73106,-73.98467,3,0,1,1
45183,40.76239,-73.99003,2,0,1,1
38563,40.88229,-73.84295,1,365,4,0
35133,40.69503,-73.99475,8,207,0,1
16433,40.74743,-73.97945,30,365,1,1
29052,40.65948,-73.90084,3,288,0,1
45581,40.66261,-73.94399,2,44,0,0
22774,40.86027,-73.9264,2,276,1,0
46269,40.65406,-73.94011,3,365,0,0
4514,40.80699,-73.94227,1,180,1,2
25854,40.7646,-73.98981,2,0,1,1
16930,40.7531,-73.97158,4,0,1,1
8417,40.84405,-73.93796,1,71,1,0
15683,40.66097,-73.95155,3,176,0,0
46901,40.87256,-73.89978,1,84,4,1
14636,40.75453,-73.96473,30,364,1,1
48785,40.75579,-73.99094,1,168,1,2
10429,40.65798,-73.95985,3,0,0,0
45619,40.73829,-73.89586,1,233,2,0
33394,40.68812,-73.92353,3,0,0,0
304,40.72542,-73.97986,2,297,1,1
20625,40.82388,-73.9279,2,169,4,0
6012,40.80699,-73.95937,4,0,1,1
48109,40.68588,-73.77823,3,365,2,0
16476,40.72217,-73.948,1,0,0,0
38457,40.72866,-74.0013,2,10,1,1
46591,40.65377,-73.95927,2,2,0,0
42101,40.70881,-73.89689,30,37,2,0
27680,40.68772,-73.91386,1,0,0,2
4038,40.8075,-73.95844,30,0,1,1
2210,40.75537,-73.91648,4,173,2,0
26823,40.63682,-73.94947,1,44,0,1
5416,40.76904,-73.98494,30,258,1,1
38972,40.72336,-73.98465,1,293,1,1
35341,40.70476,-73.91111,1,0,2,0
34922,40.76066,-73.96397,1,0,1,1
40977,40.79891,-73.96116,30,325,1,0
13395,40.74396,-73.9758,29,0,1,1
8801,40.71154,-73.96424,3,5,0,1
29452,40.76637,-73.98941,2,0,1,1
6069,40.69181,-73.95952,1,0,0,0
41778,40.76193,-73.98573,30,338,1,1
12664,40.72145,-74.00231,1,365,1,0
42426,40.6417,-74.01892,2,137,0,0
23258,40.59855,-74.0067,2,160,0,1
45,40.65944,-73.96238,29,95,0,1
5550,40.76269,-73.90816,1,322,2,0
11760,40.75687,-73.97321,30,331,1,1
20376,40.85447,-73.92804,4,0,1,1
24548,40.85167,-73.92144,1,363,4,0
37228,40.74257,-73.97948,2,230,1,0
8511,40.63489,-74.08592,3,343,3,1
4198,40.68322,-73.99248,5,0,0,1
35651,40.70904,-73.95198,3,85,0,0
16581,40.69808,-73.93,2,0,0,0
25906,40.69061,-73.95203,3,0,0,1
45311,40.86284,-73.92704,1,326,1,0
45083,40.74478,-73.98618,1,360,1,0
44161,40.70477,-73.90943,1,179,2,0
42576,40.68736,-73.93827,2,278,0,1
5995,40.68708,-73.9577,2,0,0,1
46064,40.79599,-73.96659,30,319,1,1
21176,40.64335,-73.96745,1,365,0,1
30909,40.68977,-73.93773,2,0,0,0
16192,40.73007,-73.98637,1,0,1,0
36103,40.89399,-73.84279,1,363,4,0
431,40.79765,-73.96245,2,236,1,1
37490,40.71841,-73.95224,3,111,0,1
39270,40.82507,-73.8204,3,36,4,0
8177,40.68563,-73.94953,30,244,0,0
38173,40.73619,-73.98307,1,0,1,1
2564,40.71571,-73.95813,1,359,0,0
1260,40.82445,-73.95243,1,91,1,1
21322,40.7138,-73.96043,13,145,0,0
28897,40.76176,-73.94999,4,0,1,2
43434,40.70014,-73.93664,1,292,0,1
20953,40.77102,-73.94671,1,0,1,1
21113,40.71723,-73.99162,1,0,1,0
11203,40.83591,-73.94777,5,0,1,1
39087,40.6907,-73.91157,30,269,0,0
35587,40.61565,-73.96602,2,83,0,1
9429,40.71965,-73.9428,4,0,0,0
2735,40.7703,-73.93306,2,0,2,1
16915,40.77981,-73.98499,5,118,1,1
26854,40.66508,-73.95097,7,126,0,0
42479,40.7008,-73.9394,30,364,0,2
41300,40.8199,-73.95248,3,2,1,1
8991,40.67659,-73.95417,7,0,0,1
37466,40.77828,-73.95492,1,0,1,0
92,40.68634,-73.966,7,185,0,0
28341,40.67471,-73.88905,3,305,0,0
35391,40.73928,-73.98583,2,125,1,0
11832,40.74799,-73.99993,2,0,1,1
22613,40.76431,-73.9891,1,174,1,0
14569,40.74573,-73.97802,1,0,1,1
18714,40.72807,-73.99925,2,0,1,0
10906,40.72696,-73.98406,2,0,1,0
37119,40.69973,-73.90835,1,2,2,1
28008,40.70383,-73.94431,2,0,0,0
15393,40.78993,-73.94718,1,0,1,0
25979,40.6866,-73.96761,2,0,0,0
19131,40.71622,-73.94273,14,86,0,0
16998,40.69739,-73.98512,2,0,0,0
10255,40.67986,-73.9945,2,0,0,0
37196,40.70288,-73.9195,2,125,0,0
